Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date
Test cases,OOSP-23,10054,Verify Search/Filter by Date Added Range.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,05/Nov/25 6:32 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-22,10053,Verify Search/Filter by Return Status.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,05/Nov/25 6:31 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-21,10052,Verify Search/Filter by Customer Name.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Low,To Do,,05/Nov/25 6:31 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-20,10051,Verify successful Subscription Creation.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Low,To Do,,05/Nov/25 6:30 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-19,10050,Verify Default Display and Table Data.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Low,To Do,,05/Nov/25 6:30 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-18,10049,Verify successful Subscription Creation.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,05/Nov/25 6:28 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-17,10048,"Verify ""Invoice setting"" button functionality.",Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,05/Nov/25 6:28 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-16,10047,"Verify ""Confirm"" button action (Save/Exit).",Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,05/Nov/25 6:27 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-15,10046,"Verify ""Add History"" with Override option.",Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,05/Nov/25 6:26 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-14,10045,"Verify ""Add History"" updates order status successfully.",Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,05/Nov/25 6:25 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-13,10044,Verify Order Totals calculation.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:25 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-12,10043,Verify Shipping/Payment Address integrity.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,High,To Do,,05/Nov/25 6:24 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-11,10042,Verify Product Data accuracy.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:23 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-10,10041,Verify filtering using multiple valid criteria (Order ID and Customer).,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:22 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-9,10040,Verify filtering by Date Added (From/To),Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:22 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-8,10039,Verify filtering by Total,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:21 PM,07/Nov/25 11:43 PM,
Test cases,OOSP-7,10038,Verify filtering by Order Status,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:20 PM,07/Nov/25 11:42 PM,
Test cases,OOSP-6,10037,Verify filtering by valid Customer name.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:19 PM,06/Nov/25 4:49 AM,
Test cases,OOSP-5,10036,Verify filtering by non-existent Order ID returns no results.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:18 PM,06/Nov/25 4:49 AM,
Test cases,OOSP-4,10035,Verify filtering by valid Order ID returns correct order.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:16 PM,06/Nov/25 4:49 AM,
Test cases,OOSP-3,10034,Negative test: Verify checkout form validation for short input in shipping fields.,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:15 PM,06/Nov/25 4:49 AM,
Test cases,OOSP-2,10033,Verify checkout process works successfully with valid account to see it in Admin Dashbaord => sales order,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Eslam Hassan,712020:f2754591-7b3a-4940-a6cf-a5bfe462be07,Medium,To Do,,05/Nov/25 6:12 PM,06/Nov/25 4:49 AM,
